id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD774781,C00819,P013,2024-07-10,4,840.72,livre,Fes,PayPal,L049,2024-07-12
CMD783544,C02074,P010,Nov 08 2024,4,1214.83,OK,Tetouan Ville,CMI,L015,2024-11-14
CMD571552,C02144,P031,Apr 27 2024,4,9878.28,livre,Rabat,PayPal,L035,2024-04-28
CMD548161,C01059,P002,2024-10-31,4,1341.46,livré,SETT,Maroc Pay,L039,2024-11-07
CMD439234,C01730,P034,Jan 08 2024,1,257.76,livré,TTA,CMI,L003,2024-01-13
CMD246911,C00136,P020,2024-05-24,2,6046.56,retourne,tetouan,CMI,L033,2024-05-26
CMD886668,C01408,P048,Feb 27 2025,3,8192.25,retourné,Safi Ville,CMI,L033,2025-02-28
CMD634564,C00654,P047,2024-12-12,5,3416.83,annule,KEN,Carte bancaire,L017,2024-12-14
CMD251560,C01057,P001,May 12 2024,2,4321.09,retourné,Oujda Ville,CMI,L007,2024-05-19
CMD364570,C00887,P021,18/04/2024,2,10945.88,livre,agadir ,Maroc Pay,L030,2024-04-22
CMD431748,C00678,P014,Jan 15 2025,1,8354.05,LIVRE,Al Hoceima,PayPal,L030,2025-01-17
CMD895383,C01065,P015,16/01/2024,2,2467.88,LIVRE,TTA,Virement,L002,2024-01-21
CMD560457,C02082,P047,Sep 24 2024,5,3451.52,livré,KEN,PayPal,L035,2024-10-01
CMD107657,C00590,P020,Apr 19 2024,1,10045.23,annule,NAD,Virement,L039,2024-04-26
CMD245957,C01519,P016,11/05/2024,1,1296.28,livré,CASA,Paiement a la livraison,L030,2024-05-13
CMD743533,C01057,P018,12/01/2025,1,10461.43,retourne,Fes Ville,Carte bancaire,L043,2025-01-16
CMD224729,C00077,P037,Apr 11 2024,2,3123.02,LIVRE,RBT,Maroc Pay,L050,2024-04-13
CMD912230,C01090,P045,Sep 26 2024,3,6744.76,annulé,Tiznit,Carte bancaire,L045,2024-09-29
CMD398556,C02129,P026,27/08/2024,2,3820.93,LIVRE,safi ,Carte bancaire,L007,2024-08-31
CMD454071,C00385,P001,2024-01-24,3,9811.69,LIVRE,Al Hoceima,Maroc Pay,L020,2024-01-25
CMD978621,C01006,P018,2025-01-14,3,8680.24,retourné,rabat ,Paiement a la livraison,L016,2025-01-16
CMD203119,C01826,P005,19/01/2025,4,2607.97,LIVRE,tetouan ,PayPal,L025,2025-01-24
CMD861607,C01886,P007,Jul 29 2024,5,8102.85,en_cours,Marrakech,Paiement a la livraison,L020,2024-08-03
CMD123212,C00244,P031,Sep 09 2024,3,3415.78,livre,Tetouan,Carte bancaire,L036,2024-09-10
CMD544640,C00962,P006,28/09/2024,2,126.62,annule,OUJ,PayPal,,2024-10-03
CMD349122,C00976,P042,Mar 24 2024,1,9149.13,livré,tanger ,Paiement a la livraison,L015,2024-03-30
CMD906727,C00961,P008,2024-09-06,3,10488.89,livré,Tnja,Carte bancaire,L026,2024-09-08
CMD983843,C01680,P038,Apr 24 2024,5,11247.51,livré,fes,Paiement a la livraison,L033,2024-04-29
CMD548228,C00284,P021,25/02/2024,1,6323.19,livre,agadir,CMI,L023,2024-02-27
CMD451534,C00529,P027,Jan 28 2024,2,3268.07,livre,nador ,Maroc Pay,L009,2024-01-29
CMD280124,C02102,P024,May 19 2024,3,321.0,en_cours,Dar el Beida,CMI,L032,2024-05-25
CMD680939,C00678,P009,Nov 12 2024,3,8111.16,OK,fes ,CMI,L023,2024-11-13
CMD243941,C00281,P015,2024-10-17,3,9526.66,DONE,safi,PayPal,L011,2024-10-18
CMD560132,C00722,P015,2024-04-10,3,10280.04,livré,kenitra,Virement,L008,2024-04-12
CMD678888,C01126,P037,10/08/2024,3,6987.06,annulé,nador ,CMI,L028,2024-08-15
CMD416415,C00512,P007,Jan 23 2025,1,4060.14,en_cours,kenitra,Virement,L014,2025-01-25
CMD532885,C00848,P036,Feb 25 2024,3,1680.34,livré,Settat,Virement,L004,2024-02-28
CMD819195,C01505,P030,2024-11-06,2,4075.86,KO,agadir,Carte bancaire,L046,2024-11-07
CMD910144,C00347,P035,2024-09-26,2,11053.88,en_cours,SETT,Paiement a la livraison,,2024-09-27
CMD458394,C02161,P020,Oct 05 2024,4,9718.15,livré,rabat,CMI,L040,2024-10-07
CMD796534,C01360,P037,31/10/2024,4,3715.03,livré,Fes Ville,Virement,,2024-11-03
CMD386437,C01420,P035,25/12/2024,4,5884.44,KO,SAFI,PayPal,,2025-01-01
CMD380753,C01418,P018,03/05/2024,1,3319.64,annule,Kenitra,Virement,L037,2024-05-05
CMD554348,C00436,P015,2024-01-07,3,9190.57,retourné,Nador,Maroc Pay,,2024-01-08
CMD675139,C02133,P007,2024-12-08,5,5739.64,en_cours,Marrakesh,Virement,L025,2024-12-10
CMD994175,C00079,P018,2024-06-04,2,6285.78,retourne,agadir,Maroc Pay,L001,2024-06-06
CMD965103,C00133,P001,21/09/2024,4,9879.48,annule,Safi Ville,Virement,L034,2024-09-25
CMD659109,C02068,P004,2024-12-08,2,6393.82,en_cours,safi ,Carte bancaire,L038,2024-12-13
CMD757251,C01406,P026,Aug 04 2024,4,10655.6,livre,Sale Ville,PayPal,L015,2024-08-09
CMD554558,C00953,P016,Feb 11 2025,2,633.16,LIVRE,oujda ,PayPal,,2025-02-15
CMD695050,C01796,P039,Apr 03 2024,3,3974.03,en_cours,tng,Virement,L005,2024-04-08
CMD507017,C01790,P044,16/01/2024,2,9761.84,livré,al hoceima,Paiement a la livraison,L031,2024-01-23
CMD211797,C00730,P031,Oct 19 2024,5,412.24,annule,tetouan ,CMI,L017,2024-10-23
CMD768932,C01556,P025,02/02/2025,2,7753.1,en_cours,rabat,Paiement a la livraison,L026,2025-02-09
CMD496863,C00055,P048,Sep 08 2024,2,4386.16,livré,fes,PayPal,L014,2024-09-10
CMD697387,C00376,P005,2024-12-02,2,11084.38,annulé,al hoceima ,CMI,L032,2024-12-05
CMD501029,C00727,P041,15/03/2025,3,216.34,retourné,AGD,Virement,,2025-03-18
CMD417974,C00669,P039,19/11/2024,3,1478.7,annule,Fes,Carte bancaire,L037,2024-11-22
CMD648845,C01300,P044,2024-11-08,5,2769.84,OK,Tetouan,PayPal,L009,2024-11-12
CMD153761,C00220,P019,Mar 17 2024,4,2428.93,annule,RBT,CMI,L002,2024-03-23
CMD239879,C00142,P001,27/05/2024,3,2311.0,retourne,Marrakech Medina,PayPal,L014,2024-06-01
CMD949437,C01025,P002,Jan 27 2024,3,5945.55,annulé,Marrakech,PayPal,L024,2024-01-28
CMD368623,C01829,P043,Jan 19 2024,5,5820.34,KO,TTA,CMI,L023,2024-01-22
CMD963278,C01530,P030,06/10/2024,5,2287.77,annule,al hoceima ,Paiement a la livraison,L009,2024-10-13
CMD398642,C00891,P024,02/01/2024,3,8575.11,annule,Agadir,Virement,L041,2024-01-04
CMD965789,C00633,P043,2024-07-28,4,4592.47,LIVRE,OUJ,Virement,,2024-08-04
CMD658498,C00762,P047,Jan 27 2025,3,9169.43,livre,SAFI,Virement,L019,2025-01-31
CMD782827,C01332,P037,2024-05-28,4,5046.22,livré,Tiznit,Carte bancaire,L005,2024-06-04
CMD206628,C00213,P038,Nov 18 2024,2,1214.53,livré,NAD,Paiement a la livraison,L045,2024-11-23
CMD159564,C00442,P031,18/12/2024,1,9506.34,en_cours,casablanca,Paiement a la livraison,L017,2024-12-19
CMD549231,C00144,P004,2024-02-27,3,11205.77,retourné,kenitra ,Virement,L027,2024-03-03
CMD266898,C00213,P037,2025-01-11,5,761.02,retourné,HOC,CMI,L016,2025-01-12
CMD880428,C00005,P041,08/10/2024,5,4284.16,OK,settat ,Maroc Pay,L015,2024-10-15
CMD395335,C00117,P024,2024-12-20,1,4250.43,en_cours,safi,PayPal,L011,2024-12-27
CMD103670,C00829,P046,Jan 23 2024,4,3656.21,livré,AGD,PayPal,L025,2024-01-29
CMD119150,C00476,P022,15/02/2025,4,1874.33,livré,casa blanca,Paiement a la livraison,L024,2025-02-17
CMD270359,C00197,P010,Jan 11 2025,3,1236.48,LIVRE,  Tanger  ,Maroc Pay,L021,2025-01-18
CMD513617,C00999,P012,Jun 09 2024,3,8817.51,livre,Safi Ville,CMI,L010,2024-06-15
CMD267825,C01248,P004,06/02/2024,2,2013.82,OK,kenitra,Paiement a la livraison,L003,2024-02-13
CMD250980,C02196,P045,Feb 11 2025,3,1587.87,DONE,Al Hoceima,PayPal,L025,2025-02-17
CMD815398,C00509,P036,Feb 06 2025,2,2315.05,livré,KEN,CMI,L035,2025-02-09
CMD315958,C02138,P041,Dec 11 2024,1,8187.72,annulé,nador,CMI,L029,2024-12-13
CMD533080,C00798,P047,Nov 13 2024,2,8282.22,retourné,KEN,PayPal,,2024-11-20
CMD144499,C01647,P041,2024-08-28,1,5040.39,livre,Tiznit Ville,CMI,L032,2024-08-29
CMD845608,C01578,P043,20/12/2024,5,6495.75,annule,tanger ,Virement,L045,2024-12-21
CMD537267,C01141,P020,Jan 28 2024,4,7790.03,livre,Oujda,Paiement a la livraison,L030,2024-02-02
CMD464326,C00078,P034,Dec 08 2024,5,2120.95,en_cours,Agadir Ville,Virement,L015,2024-12-12
CMD764372,C01052,P027,Feb 22 2024,1,9173.65,retourne,NAD,Maroc Pay,L031,2024-02-26
CMD421847,C01732,P017,2024-06-26,1,2205.46,livre,Casablanca,Carte bancaire,L030,2024-07-01
CMD735209,C01325,P043,16/04/2024,2,2739.72,retourné,KEN,Paiement a la livraison,L012,2024-04-19
CMD366126,C02103,P040,08/04/2024,1,9645.27,DONE,TANGER,CMI,L023,2024-04-12
CMD306300,C00488,P024,16/02/2024,5,7072.48,en_cours,sale,Virement,L026,2024-02-23
CMD400137,C00550,P006,2024-11-07,3,5407.05,livré,Fes,Paiement a la livraison,L004,2024-11-14
CMD501681,C01690,P024,16/01/2025,4,11198.95,en_cours,tetouan ,Maroc Pay,L033,2025-01-20
CMD733966,C00982,P013,Jan 28 2024,2,10943.06,livré,AGD,Maroc Pay,L007,2024-01-29
CMD630977,C02028,P019,2024-04-30,4,10194.04,livré,AGD,PayPal,L041,2024-05-02
CMD271257,C00054,P029,16/02/2025,5,891.66,livre,Dar el Beida,PayPal,,2025-02-18
CMD991536,C02201,P016,2024-03-24,2,423.75,LIVRE,tetouan ,Maroc Pay,L033,2024-03-29
CMD930887,C00843,P029,17/11/2024,3,2501.69,retourne,Marrakech,Maroc Pay,L015,2024-11-22
CMD766429,C01540,P003,2024-07-28,1,9801.95,retourne,oujda,Virement,L050,2024-07-31
CMD949953,C00726,P017,17/04/2024,4,3773.4,livré,Tetouan Ville,CMI,L039,2024-04-24
CMD659514,C02196,P007,2024-03-08,1,4129.09,annule,RBT,Paiement a la livraison,L043,2024-03-14
CMD618648,C01888,P037,2024-02-29,3,7901.91,en_cours,Settat Ville,Virement,L037,2024-03-06
CMD295994,C01542,P036,26/01/2024,5,4192.85,en_cours,tetouan ,Carte bancaire,L013,2024-01-27
CMD462902,C01994,P018,Jan 19 2025,5,11514.29,DONE,al hoceima,CMI,L022,2025-01-21
CMD601575,C01438,P030,Jul 22 2024,5,3309.82,DONE,Kenitra,Maroc Pay,L008,2024-07-25
CMD416795,C01891,P010,30/08/2024,2,9875.04,KO,nador ,PayPal,,2024-09-05
CMD989515,C00335,P045,11/11/2024,5,8816.69,LIVRE,Oujda,PayPal,L048,2024-11-12
CMD347273,C01896,P047,2025-03-08,4,8959.74,livre,Tiznit,Paiement a la livraison,,2025-03-15
CMD718199,C00270,P037,Jan 23 2025,4,11197.16,en_cours,MRK,Maroc Pay,L037,2025-01-30
CMD402966,C01541,P043,01/05/2024,2,5849.76,DONE,TIZ,Virement,L043,2024-05-06
CMD580960,C02209,P034,06/12/2024,4,3286.32,DONE,Safi Ville,Maroc Pay,,2024-12-11
CMD615001,C00242,P048,2025-02-21,5,10909.7,livré,Hoceima,Maroc Pay,L016,2025-02-24
CMD319032,C01567,P018,08/04/2024,1,4123.14,en_cours,tetouan ,Paiement a la livraison,,2024-04-12
CMD532518,C01132,P041,Aug 29 2024,3,9704.07,en_cours,agadir,Carte bancaire,L039,2024-08-31
CMD989152,C00455,P034,04/01/2024,3,8026.59,DONE,Tiznit,Paiement a la livraison,L011,2024-01-05
CMD875140,C01969,P011,25/11/2024,1,886.64,LIVRE,HOC,PayPal,L033,2024-11-26
CMD268033,C00279,P024,2024-09-11,1,11781.32,livré,tiznit ,Maroc Pay,L036,2024-09-16
CMD427702,C00964,P018,2025-02-19,5,1360.85,en_cours,rabat,CMI,L007,2025-02-22
CMD418273,C01650,P021,2025-03-17,3,6063.49,retourné,rabat,Carte bancaire,L005,2025-03-20
CMD436289,C00791,P002,Oct 21 2024,4,2539.32,en_cours,Settat,Maroc Pay,L003,2024-10-24
CMD613427,C00569,P025,Mar 07 2025,4,1772.37,OK,oujda,Virement,L048,2025-03-13
CMD859308,C00340,P027,2024-09-13,2,840.14,livré,TIZ,Carte bancaire,L046,2024-09-14
CMD822840,C01676,P036,Jan 27 2025,5,11018.08,retourne,Tanger Ville,Maroc Pay,L048,2025-01-30
CMD610665,C00709,P008,15/09/2024,2,4357.42,annule,Nador,Maroc Pay,L020,2024-09-22
CMD217966,C00101,P007,Jan 25 2025,3,5731.59,livre,tiznit,PayPal,L035,2025-01-26
CMD290373,C00104,P019,Feb 12 2024,5,2125.36,retourné,casa blanca,CMI,L031,2024-02-16
CMD964112,C01658,P033,May 25 2024,2,4722.57,LIVRE,Nador Ville,Carte bancaire,L017,2024-05-30
CMD683456,C01187,P034,23/11/2024,4,8452.45,en_cours,casa,Carte bancaire,L043,2024-11-26
CMD173347,C00804,P029,Jan 21 2025,3,8219.31,annulé,Marrakech Medina,CMI,L019,2025-01-26
CMD820159,C01689,P036,02/07/2024,2,7311.07,en_cours,Marrakech Medina,CMI,L035,2024-07-03
CMD530561,C01137,P045,Jun 11 2024,3,10866.12,OK,TTA,Carte bancaire,L039,2024-06-12
CMD379365,C00201,P025,Oct 07 2024,4,5007.53,en_cours,SETT,Maroc Pay,L037,2024-10-10
CMD941636,C01717,P005,Aug 10 2024,5,8366.03,DONE,Agadir,Maroc Pay,L021,2024-08-15
CMD183623,C01478,P003,2024-02-15,1,4312.05,livré,Nador Ville,CMI,L038,2024-02-22
CMD847667,C00814,P046,2024-06-17,2,4252.49,retourné,Sale Ville,Paiement a la livraison,L004,2024-06-21
CMD150454,C01049,P012,Dec 08 2024,2,7008.7,LIVRE,Marrakech Medina,Paiement a la livraison,L038,2024-12-11
CMD949086,C00041,P028,Mar 01 2025,2,5347.9,livré,KEN,Carte bancaire,L022,2025-03-05
CMD724142,C00132,P021,Oct 31 2024,4,5910.99,livré,casa,Virement,L023,2024-11-03
CMD447972,C01278,P036,Aug 03 2024,5,10722.02,KO,Rabat Ville,PayPal,,2024-08-07
CMD860222,C00901,P031,28/08/2024,2,1795.74,DONE,Sale,Carte bancaire,L026,2024-08-29
CMD837874,C00870,P020,07/05/2024,1,4556.69,LIVRE,Hoceima,Carte bancaire,L037,2024-05-13
CMD807118,C02208,P021,Feb 25 2025,3,4137.18,livré,KEN,Virement,L001,2025-03-04
CMD608733,C00068,P046,03/07/2024,2,10030.35,retourne,Tetouan,PayPal,L050,2024-07-05
CMD663500,C00879,P021,Jan 22 2025,3,6510.55,livré,oujda ,Carte bancaire,L048,2025-01-28
CMD202944,C00530,P027,2025-03-11,5,10811.89,en_cours,Settat,Paiement a la livraison,L015,2025-03-14
CMD427999,C02195,P036,2025-01-16,4,10941.26,retourné,KEN,PayPal,L044,2025-01-20
CMD273050,C00670,P039,17/05/2024,3,3665.43,LIVRE,Nador Ville,Maroc Pay,L038,2024-05-22
CMD897177,C00519,P024,18/01/2025,1,6644.61,LIVRE,Marrakesh,Virement,L015,2025-01-20
CMD146708,C00692,P006,Aug 01 2024,4,6048.98,DONE,tetouan,CMI,L011,2024-08-07
CMD784423,C01845,P035,Feb 02 2024,1,7371.75,LIVRE,Oujda,Carte bancaire,,2024-02-03
CMD931274,C02058,P017,Mar 10 2024,4,8174.86,retourne,Safi Ville,Virement,L044,2024-03-14
CMD165728,C01418,P023,2024-07-12,2,482.82,annulé,tanger,CMI,L013,2024-07-15
CMD374956,C01851,P023,2025-03-24,4,10276.57,livré,Settat,Carte bancaire,L023,2025-03-29
CMD900454,C00964,P034,2024-04-28,3,8504.52,en_cours,TANGER,Virement,L049,2024-05-02
CMD246646,C00299,P002,2024-10-04,3,4736.22,en_cours,safi,PayPal,L049,2024-10-11
CMD516827,C00251,P011,Nov 04 2024,5,3549.3,DONE,Oujda Ville,PayPal,L025,2024-11-11
CMD615489,C00086,P019,Apr 13 2024,2,9162.84,retourne,agadir ,CMI,L009,2024-04-17
CMD838836,C00765,P042,26/02/2025,4,5495.41,KO,Rabat,Paiement a la livraison,L006,2025-03-04
CMD390978,C02089,P027,04/11/2024,3,11129.02,KO,KEN,PayPal,L001,2024-11-05
CMD706894,C00430,P041,Feb 14 2025,1,9829.48,annule,TIZ,Paiement a la livraison,L003,2025-02-19
CMD983377,C01718,P042,2024-06-14,5,5004.3,annulé,oujda ,CMI,,2024-06-20
CMD341202,C01939,P041,May 17 2024,1,8549.86,en_cours,Agadir Ville,Maroc Pay,L012,2024-05-22
CMD769561,C01530,P044,2025-03-18,3,8112.59,LIVRE,sale ,Virement,L029,2025-03-22
CMD710922,C01796,P002,2025-03-04,1,6470.97,OK,AGD,Maroc Pay,L018,2025-03-06
CMD282282,C00408,P029,Mar 25 2025,4,2787.31,LIVRE,tanger,Maroc Pay,L007,2025-03-28
CMD672994,C00066,P008,22/01/2024,2,7076.93,KO,marrakech ,Paiement a la livraison,,2024-01-23
CMD477370,C00192,P001,2025-02-13,2,1332.86,annulé,sale ,Maroc Pay,,2025-02-15
CMD433308,C00460,P007,2024-09-24,5,1938.29,retourné,Safi,CMI,,2024-09-30
CMD960661,C00053,P029,Jun 03 2024,5,7769.83,annulé,rabat,Maroc Pay,L040,2024-06-08
CMD334657,C02224,P025,Jan 22 2024,3,1671.94,annulé,Oujda,Maroc Pay,L042,2024-01-25
CMD888555,C01220,P037,29/02/2024,2,8812.21,retourne,agadir ,PayPal,L027,2024-03-06
CMD577660,C00812,P010,Jan 08 2024,1,4304.16,livre,Tiznit Ville,PayPal,,2024-01-14
CMD960679,C00897,P045,2024-01-05,5,8536.62,retourne,kenitra,Carte bancaire,L040,2024-01-11
CMD498866,C02051,P009,2024-05-04,3,8056.62,OK,Kenitra,Virement,L019,2024-05-10
CMD261585,C00602,P001,2024-04-15,1,6460.48,annule,Agadir Ville,PayPal,L003,2024-04-20
CMD196636,C00757,P012,May 14 2024,5,1222.48,annule,TIZ,Virement,L013,2024-05-21
CMD416125,C02221,P039,Dec 17 2024,2,3579.44,OK,Agadir,Paiement a la livraison,L010,2024-12-21
CMD420155,C00843,P034,Mar 26 2024,5,5324.01,LIVRE,al hoceima ,Virement,L004,2024-03-27
CMD814774,C02041,P006,21/08/2024,3,6943.68,livré,rabat,PayPal,L006,2024-08-22
CMD579671,C00765,P021,Mar 12 2025,3,7369.62,LIVRE,TTA,Maroc Pay,L012,2025-03-15
CMD595621,C02145,P020,26/01/2025,1,7093.26,OK,kenitra ,Paiement a la livraison,L039,2025-01-31
CMD653489,C01721,P037,2024-02-26,1,4823.01,livré,Marrakesh,CMI,L033,2024-02-27
CMD795736,C01847,P015,2024-05-05,-2,5882.88,en_cours,tetouan,PayPal,L012,2024-05-08
CMD527855,C01793,P010,09/08/2024,3,4806.82,LIVRE,Nador,PayPal,L039,2024-08-12
CMD604647,C00772,P004,25/07/2024,1,2210.09,retourné,Rabat,Virement,,2024-07-26
CMD578718,C00080,P009,17/12/2024,2,3216.8,retourne,Kenitra Ville,CMI,L028,2024-12-18
CMD556830,C01899,P038,23/09/2024,2,1375.9,annule,SETT,Paiement a la livraison,L017,2024-09-29
CMD686576,C00245,P039,Mar 23 2025,3,1928.74,OK,Settat Ville,Virement,L004,2025-03-24
CMD103544,C01038,P045,25/02/2024,1,11217.33,annulé,TTA,Paiement a la livraison,,2024-02-26
CMD837877,C01499,P002,Dec 28 2024,1,5798.43,livré,Kenitra,PayPal,L007,2025-01-04
CMD912515,C01072,P024,2025-03-17,3,2873.11,LIVRE,safi ,Paiement a la livraison,,2025-03-18
CMD141049,C00468,P027,Mar 30 2024,4,3492.89,en_cours,oujda ,Virement,L023,2024-04-03
CMD312123,C00666,P044,Jan 12 2025,2,8896.16,en_cours,TANGER,Carte bancaire,L050,2025-01-17
CMD183883,C01340,P002,2024-11-20,3,2582.02,retourné,OUJ,CMI,L020,2024-11-27
CMD996533,C01639,P009,Apr 16 2024,5,7350.3,KO,marrakech,Virement,,2024-04-20
CMD599443,C01586,P019,2024-04-07,1,11630.41,livré,Tanger Ville,Virement,L042,2024-04-09
CMD118261,C00269,P026,09/04/2024,4,318.72,DONE,Oujda Ville,Carte bancaire,L012,2024-04-14
CMD838651,C00546,P036,2024-09-30,1,6710.28,annule,Rabat,PayPal,L016,2024-10-06
CMD258142,C02097,P004,12/03/2025,5,7304.58,livre,NAD,PayPal,L038,2025-03-13
CMD597505,C00164,P037,2024-02-02,4,1473.3,en_cours,Kenitra,PayPal,L015,2024-02-04
CMD426231,C02152,P030,15/05/2024,2,3688.27,livré,Nador,Carte bancaire,L003,2024-05-17
CMD771063,C01697,P048,18/03/2025,3,10636.98,en_cours,tetouan,Carte bancaire,L010,2025-03-24
CMD870594,C00144,P012,2024-07-25,1,2513.23,livré,MRK,Maroc Pay,L048,2024-07-28
CMD725451,C00523,P017,26/03/2024,1,3423.26,KO,tetouan ,Carte bancaire,,2024-03-31
CMD931485,C00624,P031,2024-11-12,3,10484.87,livre,Fes,Maroc Pay,L011,2024-11-13
CMD398259,C00811,P010,Feb 29 2024,5,9706.68,retourne,TTA,PayPal,L027,2024-03-03
CMD716721,C01398,P001,2024-06-01,1,5441.98,livré,Settat Ville,Virement,L008,2024-06-06
CMD375255,C01863,P047,Mar 21 2025,2,3581.95,livré,fes,Carte bancaire,L003,2025-03-24
CMD637955,C01885,P021,Aug 14 2024,3,11962.81,retourne,nador ,PayPal,L012,2024-08-20
CMD174791,C00276,P035,02/02/2025,4,6691.74,livré,Agadir Ville,Virement,L038,2025-02-08
CMD133783,C00621,P032,08/04/2024,1,11427.43,annulé,OUJ,Maroc Pay,L041,2024-04-11
CMD465448,C01195,P016,2024-08-08,5,10238.36,DONE,Al Hoceima,Maroc Pay,L026,2024-08-11
CMD957665,C00828,P017,Jan 20 2025,4,7554.33,livré,tanger ,PayPal,L050,2025-01-27
CMD305165,C00976,P027,26/03/2025,4,2429.42,annulé,Rabat,Maroc Pay,L007,2025-04-02
CMD302656,C00529,P045,Jan 10 2025,2,8063.85,livré,Safi,Carte bancaire,L024,2025-01-15
CMD245213,C01111,P010,Sep 05 2024,1,2796.46,retourné,NAD,PayPal,L018,2024-09-10
CMD414789,C00777,P026,30/12/2024,5,7214.69,OK,Tetouan,CMI,L032,2024-12-31
CMD312784,C01571,P011,2024-08-14,4,8982.16,livré,Safi Ville,CMI,L006,2024-08-16
CMD416550,C01090,P027,Mar 17 2024,4,408.26,en_cours,MRK,Virement,,2024-03-23
CMD382332,C00733,P036,2025-01-13,1,1536.45,en_cours,rabat ,Maroc Pay,L048,2025-01-17
CMD547697,C00369,P020,May 23 2024,4,5114.44,en_cours,kenitra,Paiement a la livraison,L050,2024-05-30
CMD469388,C00935,P003,2025-03-11,4,11462.61,annulé,SETT,Paiement a la livraison,L045,2025-03-16
CMD427025,C00975,P032,23/01/2024,1,9081.09,livré,Oujda Ville,CMI,L044,2024-01-26
CMD520756,C00722,P031,06/03/2025,2,803.71,DONE,Tanger Ville,Virement,L010,2025-03-10
CMD342002,C00730,P036,2024-11-17,4,753.83,annule,kenitra,Paiement a la livraison,L042,2024-11-19
CMD895656,C01664,P025,2024-01-11,1,1650.27,en_cours,HOC,Maroc Pay,L042,2024-01-15
CMD306154,C01318,P016,Sep 02 2024,1,7163.23,annule,oujda,Carte bancaire,L040,2024-09-05
CMD747287,C02093,P035,2024-09-14,2,1194.22,livré,Tetouan Ville,Virement,L009,2024-09-21
CMD981885,C00593,P033,2024-02-25,4,5276.74,LIVRE,marrakech ,PayPal,L040,2024-02-27
CMD759455,C00702,P045,17/12/2024,5,1183.21,livre,TNG,PayPal,L021,2024-12-24
CMD184292,C02126,P030,Sep 21 2024,3,5073.75,OK,tetouan ,CMI,L050,2024-09-25
CMD997336,C02032,P029,2024-06-16,1,6152.23,en_cours,Tetouan Ville,Paiement a la livraison,L013,2024-06-23
CMD436594,C01939,P035,2024-07-26,1,4973.71,livré,Settat Ville,Carte bancaire,L043,2024-08-02
CMD385685,C00188,P041,2024-05-20,1,5612.77,livre,  Tanger  ,Virement,L012,2024-05-22
CMD809327,C00309,P029,May 10 2024,4,9876.81,en_cours,Sale Ville,Carte bancaire,L027,2024-05-11
CMD860568,C00255,P030,2024-10-22,2,3746.55,annulé,SETT,Virement,,2024-10-24
CMD894811,C01708,P017,26/10/2024,4,10886.83,annulé,TANGER,Virement,L013,2024-10-29
CMD390921,C01734,P003,2024-02-09,2,7020.05,livré,Tetouan Ville,PayPal,L022,2024-02-14
CMD902912,C00476,P043,2024-01-06,4,11439.81,retourne,Safi,Carte bancaire,L019,2024-01-08
CMD668769,C01436,P032,10/04/2024,2,3421.93,livré,agadir ,CMI,L047,2024-04-16
CMD312490,C00733,P024,27/01/2024,2,0.0,annulé,  Tanger  ,PayPal,L019,2024-02-01
CMD165057,C00309,P016,30/01/2025,1,7073.2,LIVRE,marrakech,Virement,L030,2025-02-01
CMD472250,C01533,P015,May 07 2024,2,362.48,en_cours,tiznit ,Carte bancaire,L039,2024-05-13
CMD639976,C01532,P006,2024-01-09,4,6031.07,livré,tanger,PayPal,,2024-01-15
CMD649419,C01885,P019,19/03/2025,1,9555.24,retourné,tetouan ,Paiement a la livraison,L040,2025-03-23
CMD420775,C00693,P045,28/07/2024,4,3223.08,livré,TIZ,Virement,L022,2024-08-04
CMD357178,C00802,P013,10/02/2024,4,4855.72,livre,safi ,Maroc Pay,L005,2024-02-13
CMD357583,C00234,P024,14/07/2024,3,3992.24,en_cours,casablanca,PayPal,L032,2024-07-20
CMD428566,C01644,P030,26/03/2024,3,2217.74,livre,Agadir,CMI,L033,2024-04-02
CMD841339,C01703,P033,2025-03-25,4,8161.38,en_cours,Oujda,Virement,L031,2025-03-26
CMD895378,C00392,P011,2025-01-06,1,452.29,livré,Settat Ville,PayPal,,2025-01-12
CMD101122,C00015,P005,06/12/2024,3,2506.15,LIVRE,Fes,CMI,L018,2024-12-13
CMD988203,C00005,P029,May 12 2024,5,2889.23,annulé,kenitra ,Virement,L012,2024-05-19
CMD607479,C01877,P031,Jan 03 2024,4,748.5,livré,tiznit,CMI,L027,2024-01-10
CMD967030,C01643,P020,2024-02-06,2,5082.98,DONE,OUJ,Virement,L013,2024-02-12
CMD142936,C01156,P044,Jan 03 2024,2,1195.85,livré,settat,Virement,L014,2024-01-08
CMD872913,C00389,P031,Nov 01 2024,4,11678.31,annulé,SAFI,PayPal,L028,2024-11-07
CMD507889,C01235,P030,Jan 26 2024,5,6152.53,livré,SLA,PayPal,L035,2024-01-30
CMD489216,C01176,P028,2025-01-18,3,9596.11,retourne,tiznit,Virement,L032,2025-01-19
CMD927624,C00760,P007,Feb 12 2024,5,4356.31,KO,HOC,PayPal,L041,2024-02-17
CMD753487,C01928,P017,Mar 08 2024,1,10922.29,livré,tetouan,Maroc Pay,,2024-03-14
CMD424862,C00360,P028,30/07/2024,1,5565.96,annule,rabat,Virement,L026,2024-07-31
CMD435838,C02027,P033,2024-03-14,3,9733.17,retourne,nador ,PayPal,L040,2024-03-15
